client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,predicted_cluster_id,predicted_cluster_name
C0965,Individual,Carolyn,Melton,1975-01-01,Male,Mexico,Washington,Investment,4.4,No,Website,C1,Global Investor
C0966,Individual,Pamela,Fritz,1975-01-01,Female,Russia,Texas,Investment,3,Yes,Agency,C1,Global Investor
C0967,Individual,Jacob,Morrison,1975-01-01,Male,Denmark,Virginia,Investment,3.7,No,Client,C1,Global Investor
C0968,Individual,Julie,Wyatt,1975-01-01,Female,Australia,Georgia,Investment,4.4,Yes,Direct,C1,Global Investor
C0969,Individual,Catherine,Robles,1975-01-01,Male,USA,New York,Investment,3,No,Corporate,C1,Global Investor
C0970,Individual,Amber,Cross,1975-01-01,Female,USA,Florida,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C0971,Individual,Brandon,Mercer,1975-01-01,Male,USA,Utah,Personal Use,4.4,No,Agency,C4,Luxury Investor
C0972,Individual,Hannah,Cameron,1975-01-01,Female,USA,Ohio,Investment,3,Yes,Client,C2,First-Time Buyer
C0973,Individual,Sarah,Lozano,1975-01-01,Male,USA,London,Personal Use,3.7,No,Direct,C1,Global Investor
C0974,Individual,Laura,Oneill,1975-01-01,Female,USA,Berlin,Personal Use,4.4,Yes,Corporate,C2,First-Time Buyer
C0975,Individual,Ashley,Watts,1975-01-01,Male,USA,Paris,Investment,3,No,Website,C1,Global Investor
C0976,Individual,Lawrence,Ayers,1975-01-01,Female,USA,Ontario,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C0977,Individual,Virginia,Goodwin,1975-01-01,Male,UK,Quebec,Investment,4.4,No,Client,C1,Global Investor
C0978,Individual,Nicholas,Hatfield,1975-01-01,Female,Canada,Brussels,Investment,3,Yes,Direct,C1,Global Investor
C0979,Individual,Peter,Aleksandrov,1975-01-01,Male,Germany,Dubai,Investment,3.7,No,Corporate,C1,Global Investor
C0980,Individual,Andrea,Mcconnell,1975-01-01,Female,France,California,Investment,4.4,Yes,Website,C1,Global Investor
C0981,Individual,Carol,Ferrell,1975-01-01,Male,Belgium,Nevada,Investment,3,No,Agency,C1,Global Investor
C0982,Individual,Cheryl,Hansen,1975-01-01,Female,Mexico,Arizona,Investment,3.7,Yes,Client,C1,Global Investor
C0983,Individual,Jose,Carrillo,1975-01-01,Male,Russia,Colorado,Investment,4.4,No,Direct,C1,Global Investor
C0984,Individual,Anna,Simpson,1975-01-01,Female,Denmark,Oregon,Investment,3,Yes,Corporate,C1,Global Investor
C0985,Individual,Karen,Sanchez,1975-01-01,Male,Australia,Washington,Investment,3.7,No,Website,C1,Global Investor
C0986,Individual,Margaret,Charles,1975-01-01,Female,USA,Texas,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C0987,Individual,Sharon,Singh,1975-01-01,Male,USA,Virginia,Investment,3,No,Client,C1,Global Investor
C0988,Corporate,Rexon,Co,1975-01-01,Other,USA,Georgia,Investment,3.7,No,Direct,C3,Corporate Buyer
C0989,Individual,Sean,Stephenson,1975-01-01,Male,USA,New York,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C0990,Individual,Alexander,Poole,1975-01-01,Female,USA,Florida,Investment,3,Yes,Website,C2,First-Time Buyer
C0991,Individual,Lauren,Bright,1975-01-01,Male,USA,Utah,Personal Use,3.7,No,Agency,C1,Global Investor
C0992,Individual,Christine,Hall,1975-01-01,Female,USA,Ohio,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C0993,Individual,Joyce,Weaver,1975-01-01,Male,USA,London,Investment,3,No,Direct,C1,Global Investor
C0994,Individual,Kelly,Green,1975-01-01,Female,UK,Berlin,Investment,3.7,Yes,Corporate,C1,Global Investor
C0995,Individual,Nancy,Sanders,1975-01-01,Male,Canada,Paris,Investment,4.4,No,Website,C1,Global Investor
C0996,Individual,Kyle,Carter,1975-01-01,Female,Germany,Ontario,Investment,3,Yes,Agency,C1,Global Investor
C0997,Individual,Mark,Wilson,1975-01-01,Male,France,Quebec,Investment,3.7,No,Client,C1,Global Investor
C0998,Individual,Janice,Harris,1975-01-01,Female,Belgium,Brussels,Investment,4.4,Yes,Direct,C1,Global Investor
C0999,Individual,Amy,Alexander,1975-01-01,Male,Mexico,Dubai,Investment,3,No,Corporate,C1,Global Investor
C1000,Individual,Jason,Williams,1975-01-01,Female,Russia,California,Investment,3.7,Yes,Website,C1,Global Investor
C1001,Individual,Lauren,Chavez,1975-01-01,Male,Denmark,Nevada,Investment,4.4,No,Agency,C1,Global Investor
C1002,Individual,Albert,Peterson,1975-01-01,Female,Australia,Arizona,Investment,3,Yes,Client,C1,Global Investor
C1003,Individual,Deborah,Kim,1975-01-01,Male,USA,Colorado,Personal Use,3.7,No,Direct,C1,Global Investor
C1004,Individual,Shirley,Martin,1975-01-01,Female,USA,Oregon,Personal Use,4.4,Yes,Corporate,C2,First-Time Buyer
C1005,Individual,William,Adams,1975-01-01,Male,USA,Washington,Investment,3,No,Website,C1,Global Investor
C1006,Individual,Walter,Johnson,1975-01-01,Female,USA,Texas,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C1007,Individual,Christopher,Moore,1975-01-01,Male,USA,Virginia,Personal Use,4.4,No,Client,C4,Luxury Investor
C1008,Individual,Patrick,Campbell,1975-01-01,Female,USA,Georgia,Investment,3,Yes,Direct,C2,First-Time Buyer
C1009,Individual,Nathan,Brooks,1975-01-01,Male,USA,New York,Personal Use,3.7,No,Corporate,C1,Global Investor
C1010,Individual,Evelyn,Pierce,1975-01-01,Female,USA,Florida,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C1011,Individual,Julia,Roberts,1975-01-01,Male,UK,Utah,Investment,3,No,Agency,C1,Global Investor
C1012,Individual,Ronald,Gray,1975-01-01,Female,Canada,Ohio,Investment,3.7,Yes,Client,C1,Global Investor
C1013,Individual,Megan,James,1975-01-01,Male,Germany,London,Investment,4.4,No,Direct,C1,Global Investor
C1014,Individual,Kenneth,Price,1975-01-01,Female,France,Berlin,Investment,3,Yes,Corporate,C1,Global Investor
C1015,Individual,Gerald,Evans,1975-01-01,Male,Belgium,Paris,Investment,3.7,No,Website,C1,Global Investor
C1016,Individual,Stephen,Wood,1975-01-01,Female,Mexico,Ontario,Investment,4.4,Yes,Agency,C1,Global Investor
C1017,Individual,Elizabeth,Foster,1975-01-01,Male,Russia,Quebec,Investment,3,No,Client,C1,Global Investor
C1018,Individual,Betty,Phillips,1975-01-01,Female,Denmark,Brussels,Investment,3.7,Yes,Direct,C1,Global Investor
C1019,Individual,Sara,Stone,1975-01-01,Male,Australia,Dubai,Investment,4.4,No,Corporate,C1,Global Investor
C1020,Individual,Anthony,Richardson,1975-01-01,Female,USA,California,Investment,3,Yes,Website,C2,First-Time Buyer
C1021,Individual,Emma,Reyes,1975-01-01,Male,USA,Nevada,Personal Use,3.7,No,Agency,C1,Global Investor
C1022,Individual,Rebecca,Jordan,1975-01-01,Female,USA,Arizona,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C1023,Individual,Billy,Owens,1975-01-01,Male,USA,Colorado,Investment,3,No,Direct,C1,Global Investor
C1024,Individual,Melissa,Rogers,1975-01-01,Female,USA,Oregon,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C1025,Individual,Aaron,Hughes,1975-01-01,Male,USA,Washington,Personal Use,4.4,No,Website,C4,Luxury Investor
C1026,Corporate,Apex,Co,1975-01-01,Other,USA,Texas,Investment,3,Yes,Agency,C3,Corporate Buyer
C1027,Individual,Danielle,Patterson,1975-01-01,Male,USA,Virginia,Personal Use,3.7,No,Client,C1,Global Investor
C1028,Individual,David,Baker,1975-01-01,Female,UK,Georgia,Investment,4.4,Yes,Direct,C1,Global Investor
C1029,Individual,Paul,Morales,1975-01-01,Male,Canada,New York,Investment,3,No,Corporate,C1,Global Investor
C1030,Individual,Raymond,Collins,1975-01-01,Female,Germany,Florida,Investment,3.7,Yes,Website,C1,Global Investor
C1031,Individual,Gloria,Montgomery,1975-01-01,Male,France,Utah,Investment,4.4,No,Agency,C1,Global Investor
C1032,Individual,Jordan,Scott,1975-01-01,Female,Belgium,Ohio,Investment,3,Yes,Client,C1,Global Investor
C1033,Individual,Heather,Smith,1975-01-01,Male,Mexico,London,Investment,3.7,No,Direct,C1,Global Investor
C1034,Individual,Katherine,King,1975-01-01,Female,Russia,Berlin,Investment,4.4,Yes,Corporate,C1,Global Investor
C1035,Individual,Emily,Jackson,1975-01-01,Male,Denmark,Paris,Investment,3,No,Website,C1,Global Investor
C1036,Individual,Susan,Griffin,1975-01-01,Female,Australia,Ontario,Investment,3.7,Yes,Agency,C1,Global Investor
C1037,Individual,Noah,Young,1975-01-01,Male,USA,Quebec,Personal Use,4.4,No,Client,C4,Luxury Investor
C1038,Individual,Joan,Thomas,1975-01-01,Female,USA,Brussels,Investment,3,Yes,Direct,C2,First-Time Buyer
C1039,Individual,Ryan,Reed,1975-01-01,Male,USA,Dubai,Personal Use,3.7,No,Corporate,C1,Global Investor
C1040,Individual,James,White,1975-01-01,Female,USA,California,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C1041,Individual,Ruth,Watson,1975-01-01,Male,USA,Nevada,Investment,3,No,Agency,C1,Global Investor
C1042,Individual,Roger,Peterson,1975-01-01,Female,USA,Arizona,Personal Use,3.7,Yes,Client,C2,First-Time Buyer
C1043,Individual,Zachary,Walker,1975-01-01,Male,USA,Colorado,Personal Use,4.4,No,Direct,C4,Luxury Investor
C1044,Individual,Lisa,Ward,1975-01-01,Female,USA,Oregon,Investment,3,Yes,Corporate,C2,First-Time Buyer
C1045,Individual,Maria,Liu,1975-01-01,Male,UK,Washington,Investment,3.7,No,Website,C1,Global Investor
C1046,Individual,Samuel,Oconnor,1975-01-01,Female,Canada,Texas,Investment,4.4,Yes,Agency,C1,Global Investor
C1047,Individual,Edward,Gay,1975-01-01,Male,Germany,Virginia,Investment,3,No,Client,C1,Global Investor
C1048,Individual,Justin,Gross,1975-01-01,Female,France,Georgia,Investment,3.7,Yes,Direct,C1,Global Investor
C1049,Individual,Jesse,Co,1975-01-01,Male,Belgium,New York,Investment,4.4,No,Corporate,C1,Global Investor
C1050,Individual,Samantha,Wright,1975-01-01,Female,Mexico,Florida,Investment,3,Yes,Website,C1,Global Investor
C1051,Individual,Daniel,Faulkner,1975-01-01,Male,Russia,Utah,Investment,3.7,No,Agency,C1,Global Investor
C1052,Individual,Diane,Olsen,1975-01-01,Female,Denmark,Ohio,Investment,4.4,Yes,Client,C1,Global Investor
C1053,Individual,Charles,Mullins,1975-01-01,Male,Australia,London,Investment,3,No,Direct,C1,Global Investor
C1054,Individual,Keith,Navarro,1975-01-01,Female,USA,Berlin,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C1055,Individual,Joshua,Guerra,1975-01-01,Male,USA,Paris,Personal Use,4.4,No,Website,C4,Luxury Investor
C1056,Individual,Stephanie,Lucero,1975-01-01,Female,USA,Ontario,Investment,3,Yes,Agency,C2,First-Time Buyer
C1057,Individual,Richard,Hickman,1975-01-01,Male,USA,Quebec,Personal Use,3.7,No,Client,C1,Global Investor
C1058,Individual,Judith,Oconnell,1975-01-01,Female,USA,Brussels,Personal Use,4.4,Yes,Direct,C2,First-Time Buyer
C1059,Individual,Kimberly,Porter,1975-01-01,Male,USA,Dubai,Investment,3,No,Corporate,C1,Global Investor
C1060,Individual,George,Lynn,1975-01-01,Female,USA,California,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C1061,Individual,Teresa,Curry,1975-01-01,Male,USA,Nevada,Personal Use,4.4,No,Agency,C4,Luxury Investor
C1062,Individual,Madison,Sharp,1975-01-01,Female,UK,Arizona,Investment,3,Yes,Client,C1,Global Investor
C1063,Individual,Douglas,Obrien,1975-01-01,Male,Canada,Colorado,Investment,3.7,No,Direct,C1,Global Investor
C1064,Corporate,Peerex,Co,1975-01-01,Other,Germany,Oregon,Investment,4.4,No,Corporate,C3,Corporate Buyer
C1065,Individual,Steven,Taylor,1975-01-01,Male,France,Washington,Investment,3,No,Website,C1,Global Investor
C1066,Individual,Nicole,Terrell,1975-01-01,Female,Belgium,Texas,Investment,3.7,Yes,Agency,C1,Global Investor
C1067,Individual,Jennifer,Gibson,1975-01-01,Male,Mexico,Virginia,Investment,4.4,No,Client,C1,Global Investor
C1068,Individual,Brian,Reeves,1975-01-01,Female,Russia,Georgia,Investment,3,Yes,Direct,C1,Global Investor
C1069,Individual,Brenda,Weber,1975-01-01,Male,Denmark,New York,Investment,3.7,No,Corporate,C1,Global Investor
C1070,Individual,Timothy,Phelps,1975-01-01,Female,Australia,Florida,Investment,4.4,Yes,Website,C1,Global Investor
C1071,Individual,Debra,Walker,1975-01-01,Male,USA,Utah,Investment,3,No,Agency,C1,Global Investor
C1072,Individual,Austin,Hess,1975-01-01,Female,USA,Ohio,Personal Use,3.7,Yes,Client,C2,First-Time Buyer
C1073,Individual,Austin,Buchanan,1975-01-01,Male,USA,London,Personal Use,4.4,No,Direct,C4,Luxury Investor
C1074,Individual,Austin,Robinson,1975-01-01,Female,USA,Berlin,Investment,3,Yes,Corporate,C2,First-Time Buyer
C1075,Individual,Austin,Tate,1975-01-01,Male,USA,Paris,Personal Use,3.7,No,Website,C1,Global Investor
C1076,Individual,Kareem,Patrick,1975-01-01,Female,USA,Ontario,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C1077,Individual,Trystan,Mendez,1975-01-01,Male,USA,Quebec,Investment,3,No,Client,C1,Global Investor
C1078,Individual,Kale,Jensen,1975-01-01,Female,USA,Brussels,Personal Use,3.7,Yes,Direct,C2,First-Time Buyer
C1079,Individual,Russell,Hendricks,1975-01-01,Male,UK,Dubai,Investment,4.4,No,Corporate,C1,Global Investor
C1080,Individual,Marleez,Espinoza,1975-01-01,Female,Canada,California,Investment,3,Yes,Website,C1,Global Investor
C1081,Individual,Yurem,Karenina,1975-01-01,Male,Germany,Nevada,Investment,3.7,No,Agency,C1,Global Investor
C1082,Individual,Xavier,Huff,1975-01-01,Female,France,Arizona,Investment,4.4,Yes,Client,C1,Global Investor
C1083,Individual,Kayden,Horne,1975-01-01,Male,Belgium,Colorado,Investment,3,No,Direct,C1,Global Investor
C1084,Individual,Joaquin,Chandler,1975-01-01,Female,Mexico,Oregon,Investment,3.7,Yes,Corporate,C1,Global Investor
C1085,Individual,Nicolas,Park,1975-01-01,Male,Russia,Washington,Investment,4.4,No,Website,C1,Global Investor
C1086,Individual,Laci,Hunt,1975-01-01,Female,Denmark,Texas,Investment,3,Yes,Agency,C1,Global Investor
C1087,Individual,Kylax,Mata,1975-01-01,Male,Australia,Virginia,Investment,3.7,No,Client,C1,Global Investor
C1088,Individual,Harley,Mckee,1975-01-01,Female,USA,Georgia,Personal Use,4.4,Yes,Direct,C2,First-Time Buyer
C1089,Individual,Esther,Gilbert,1975-01-01,Male,USA,New York,Investment,3,No,Corporate,C1,Global Investor
C1090,Individual,Jaylynn,Li,1975-01-01,Female,USA,Florida,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C1091,Individual,Olivia,Riggs,1975-01-01,Male,USA,Utah,Personal Use,4.4,No,Agency,C4,Luxury Investor
C1092,Individual,Antonio,Johns,1975-01-01,Female,USA,Ohio,Investment,3,Yes,Client,C2,First-Time Buyer
C1093,Individual,Luke,Madden,1975-01-01,Male,USA,London,Personal Use,3.7,No,Direct,C1,Global Investor
C1094,Individual,Anahi,Ewing,1975-01-01,Female,USA,Berlin,Personal Use,4.4,Yes,Corporate,C2,First-Time Buyer
C1095,Individual,Camille,Walter,1975-01-01,Male,USA,Paris,Investment,3,No,Website,C1,Global Investor
C1096,Individual,Jesus,Franco,1975-01-01,Female,UK,Ontario,Investment,3.7,Yes,Agency,C1,Global Investor
C1097,Individual,Araceli,Mora,1975-01-01,Male,Canada,Quebec,Investment,4.4,No,Client,C1,Global Investor
C1098,Individual,Cole,Kennedy,1975-01-01,Female,Germany,Brussels,Investment,3,Yes,Direct,C1,Global Investor
C1099,Individual,Alonso,Palmer,1975-01-01,Male,France,Dubai,Investment,3.7,No,Corporate,C1,Global Investor
C1100,Individual,Rodolfo,Vega,1975-01-01,Female,Belgium,California,Investment,4.4,Yes,Website,C1,Global Investor
C1101,Individual,Joseph,Glass,1975-01-01,Male,Mexico,Nevada,Investment,3,No,Agency,C1,Global Investor
C1102,Corporate,Polaris,Co,1975-01-01,Other,Russia,Arizona,Investment,3.7,No,Client,C3,Corporate Buyer
C1103,Individual,Ava,Marquez,1975-01-01,Male,Denmark,Colorado,Investment,4.4,No,Direct,C1,Global Investor
C1104,Individual,Kyla,Brown,1975-01-01,Female,Australia,Oregon,Investment,3,Yes,Corporate,C1,Global Investor
C1105,Individual,Alanna,Ramirez,1975-01-01,Male,USA,Washington,Personal Use,3.7,No,Website,C1,Global Investor
C1106,Individual,Skylar,Holland,1975-01-01,Female,USA,Texas,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C1107,Individual,Rodrigo,Cardenas,1975-01-01,Male,USA,Virginia,Investment,3,No,Client,C1,Global Investor
C1108,Individual,Lydia,Williamson,1975-01-01,Female,USA,Georgia,Personal Use,3.7,Yes,Direct,C2,First-Time Buyer
C1109,Individual,Lauryn,Rios,1975-01-01,Male,USA,New York,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C1110,Individual,Diego,Nielsen,1975-01-01,Female,USA,Florida,Investment,3,Yes,Website,C2,First-Time Buyer
C1111,Individual,Victor,Flowers,1975-01-01,Male,USA,Utah,Personal Use,3.7,No,Agency,C1,Global Investor
C1112,Individual,Scarlet,Hinton,1975-01-01,Female,USA,Ohio,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C1113,Individual,Janelle,Greer,1975-01-01,Male,UK,London,Investment,3,No,Direct,C1,Global Investor
C1114,Individual,Aleksandra,Nixon,1975-01-01,Female,Canada,Berlin,Investment,3.7,Yes,Corporate,C1,Global Investor
C1115,Individual,Conner,Berger,1975-01-01,Male,Germany,Paris,Investment,4.4,No,Website,C1,Global Investor
C1116,Individual,Zain,Fuller,1975-01-01,Female,France,Ontario,Investment,3,Yes,Agency,C1,Global Investor
C1117,Individual,Maia,Costa,1975-01-01,Male,Belgium,Quebec,Investment,3.7,No,Client,C1,Global Investor
C1118,Individual,Jordyn,Lynch,1975-01-01,Female,Mexico,Brussels,Investment,4.4,Yes,Direct,C1,Global Investor
C1119,Individual,Diana,Shea,1975-01-01,Male,Russia,Dubai,Investment,3,No,Corporate,C1,Global Investor
C1120,Individual,Kevin,Christensen,1975-01-01,Female,Denmark,California,Investment,3.7,Yes,Website,C1,Global Investor
C1121,Individual,Brisa,Cline,1975-01-01,Male,Australia,Nevada,Investment,4.4,No,Agency,C1,Global Investor
C1122,Individual,Mason,Owen,1975-01-01,Female,USA,Arizona,Investment,3,Yes,Client,C2,First-Time Buyer
C1123,Individual,Derick,Edwards,1975-01-01,Male,USA,Colorado,Personal Use,3.7,No,Direct,C1,Global Investor
C1124,Individual,Jace,Merritt,1975-01-01,Female,USA,Oregon,Personal Use,4.4,Yes,Corporate,C2,First-Time Buyer
C1125,Individual,Jair,Larsen,1975-01-01,Male,USA,Washington,Investment,3,No,Website,C1,Global Investor
C1126,Individual,Matilda,Stein,1975-01-01,Female,USA,Texas,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C1127,Individual,Myla,Perry,1975-01-01,Male,USA,Virginia,Personal Use,4.4,No,Client,C4,Luxury Investor
C1128,Individual,Miguel,Mueller,1975-01-01,Female,USA,Georgia,Investment,3,Yes,Direct,C2,First-Time Buyer
C1129,Individual,Mara,Ellis,1975-01-01,Male,USA,New York,Personal Use,3.7,No,Corporate,C1,Global Investor
C1130,Individual,Erik,Forbes,1975-01-01,Female,UK,Florida,Investment,4.4,Yes,Website,C1,Global Investor
C1131,Individual,Henry,Grant,1975-01-01,Male,Canada,Utah,Investment,3,No,Agency,C1,Global Investor
C1132,Individual,Oswaldo,Fischer,1975-01-01,Female,Germany,Ohio,Investment,3.7,Yes,Client,C1,Global Investor
C1133,Individual,Kassidy,Howard,1975-01-01,Male,France,London,Investment,4.4,No,Direct,C1,Global Investor
C1134,Individual,Morgan,Huang,1975-01-01,Female,Belgium,Berlin,Investment,3,Yes,Corporate,C1,Global Investor
C1135,Individual,Tyler,Meyer,1975-01-01,Male,Mexico,Paris,Investment,3.7,No,Website,C1,Global Investor
C1136,Individual,Yesenia,Dorsey,1975-01-01,Female,Russia,Ontario,Investment,4.4,Yes,Agency,C1,Global Investor
C1137,Individual,Gordon,Mack,1975-01-01,Male,Denmark,Quebec,Investment,3,No,Client,C1,Global Investor
C1138,Individual,Melanie,Petrova,1975-01-01,Female,Australia,Brussels,Investment,3.7,Yes,Direct,C1,Global Investor
C1139,Individual,Enrique,Hanson,1975-01-01,Male,USA,Dubai,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C1140,Corporate,Helios,Co,1975-01-01,Other,USA,California,Investment,3,Yes,Website,C3,Corporate Buyer
C1141,Individual,Isis,Miller,1975-01-01,Male,USA,Nevada,Personal Use,3.7,No,Agency,C1,Global Investor
C1142,Individual,Kayley,Anderson,1975-01-01,Female,USA,Arizona,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C1143,Individual,Donavan,Hurley,1975-01-01,Male,USA,Colorado,Investment,3,No,Direct,C1,Global Investor
C1144,Individual,Augustus,Stewart,1975-01-01,Female,USA,Oregon,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C1145,Individual,Alejandra,Ali,1975-01-01,Male,USA,Washington,Personal Use,4.4,No,Website,C4,Luxury Investor
C1146,Individual,Violet,Bennett,1975-01-01,Female,USA,Texas,Investment,3,Yes,Agency,C2,First-Time Buyer
C1147,Individual,Jaelyn,Benitez,1975-01-01,Male,UK,Virginia,Investment,3.7,No,Client,C1,Global Investor
C1148,Individual,Tristian,Strong,1975-01-01,Female,Canada,Georgia,Investment,4.4,Yes,Direct,C1,Global Investor
C1149,Individual,Christian,Roman,1975-01-01,Male,Germany,New York,Investment,3,No,Corporate,C1,Global Investor
C1150,Individual,Nora,Blake,1975-01-01,Female,France,Florida,Investment,3.7,Yes,Website,C1,Global Investor
C1151,Individual,Dangelo,Shannon,1975-01-01,Male,Belgium,Utah,Investment,4.4,No,Agency,C1,Global Investor
C1152,Individual,Aiyana,Glover,1975-01-01,Female,Mexico,Ohio,Investment,3,Yes,Client,C1,Global Investor
C1153,Individual,Sidney,Bray,1975-01-01,Male,Russia,London,Investment,3.7,No,Direct,C1,Global Investor
C1154,Individual,Kaitlin,Collier,1975-01-01,Female,Denmark,Berlin,Investment,4.4,Yes,Corporate,C1,Global Investor
C1155,Individual,Issac,Simon,1975-01-01,Male,Australia,Paris,Investment,3,No,Website,C1,Global Investor
C1156,Individual,Zaiden,Steward,1975-01-01,Female,USA,Ontario,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C1157,Individual,Iris,Bailey,1975-01-01,Male,USA,Quebec,Personal Use,4.4,No,Client,C4,Luxury Investor
C1158,Individual,Grace,Choi,1975-01-01,Female,USA,Brussels,Investment,3,Yes,Direct,C2,First-Time Buyer
C1159,Individual,Alessandra,Gallagher,1975-01-01,Male,USA,Dubai,Personal Use,3.7,No,Corporate,C1,Global Investor
C1160,Individual,Jamal,Michael,1975-01-01,Female,USA,California,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C1161,Individual,Irvin,Chen,1975-01-01,Male,USA,Nevada,Investment,3,No,Agency,C1,Global Investor
C1162,Individual,Terry,Hogan,1975-01-01,Female,USA,Arizona,Personal Use,3.7,Yes,Client,C2,First-Time Buyer
C1163,Individual,Jacqueline,Fisher,1975-01-01,Male,USA,Colorado,Personal Use,4.4,No,Direct,C4,Luxury Investor
C1164,Individual,Brock,Turner,1975-01-01,Female,UK,Oregon,Investment,3,Yes,Corporate,C1,Global Investor
C1165,Individual,Curtis,Juarez,1975-01-01,Male,Canada,Washington,Investment,3.7,No,Website,C1,Global Investor
C1166,Individual,Avah,Shaffer,1975-01-01,Female,Germany,Texas,Investment,4.4,Yes,Agency,C1,Global Investor
C1167,Individual,Frank,Leonard,1975-01-01,Male,France,Virginia,Investment,3,No,Client,C1,Global Investor
C1168,Individual,Darien,Pugh,1975-01-01,Female,Belgium,Georgia,Investment,3.7,Yes,Direct,C1,Global Investor
C1169,Individual,Franklin,Crane,1975-01-01,Male,Mexico,New York,Investment,4.4,No,Corporate,C1,Global Investor
C1170,Individual,Elena,Irwin,1975-01-01,Female,Russia,Florida,Investment,3,Yes,Website,C1,Global Investor
C1171,Individual,Jack,Stout,1975-01-01,Male,Denmark,Utah,Investment,3.7,No,Agency,C1,Global Investor
C1172,Individual,Emmett,Simmons,1975-01-01,Female,Australia,Ohio,Investment,4.4,Yes,Client,C1,Global Investor
C1173,Individual,Aniya,Villarreal,1975-01-01,Male,USA,London,Investment,3,No,Direct,C1,Global Investor
C1174,Individual,Kael,Melton,1975-01-01,Female,USA,Berlin,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C1175,Individual,Kamden,Fritz,1975-01-01,Male,USA,Paris,Personal Use,4.4,No,Website,C4,Luxury Investor
C1176,Individual,Aniyah,Morrison,1975-01-01,Female,USA,Ontario,Investment,3,Yes,Agency,C2,First-Time Buyer
C1177,Individual,Simon,Wyatt,1975-01-01,Male,USA,Quebec,Personal Use,3.7,No,Client,C1,Global Investor
C1178,Corporate,Sterling,Co,1975-01-01,Other,USA,Brussels,Investment,4.4,No,Direct,C3,Corporate Buyer
C1179,Individual,Trey,Cross,1975-01-01,Male,USA,Dubai,Investment,3,No,Corporate,C1,Global Investor
C1180,Individual,Myah,Mercer,1975-01-01,Female,USA,California,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C1181,Individual,Nyla,Cameron,1975-01-01,Male,UK,Nevada,Investment,4.4,No,Agency,C1,Global Investor
C1182,Individual,Kole,Lozano,1975-01-01,Female,Canada,Arizona,Investment,3,Yes,Client,C1,Global Investor
C1183,Individual,Melany,Oneill,1975-01-01,Male,Germany,Colorado,Investment,3.7,No,Direct,C1,Global Investor
C1184,Individual,Arthur,Watts,1975-01-01,Female,France,Oregon,Investment,4.4,Yes,Corporate,C1,Global Investor
C1185,Individual,Kamila,Ayers,1975-01-01,Male,Belgium,Washington,Investment,3,No,Website,C1,Global Investor
C1186,Individual,Amanda,Goodwin,1975-01-01,Female,Mexico,Texas,Investment,3.7,Yes,Agency,C1,Global Investor
C1187,Individual,Erika,Hatfield,1975-01-01,Male,Russia,Virginia,Investment,4.4,No,Client,C1,Global Investor
C1188,Individual,Jakobe,Aleksandrov,1975-01-01,Female,Denmark,Georgia,Investment,3,Yes,Direct,C1,Global Investor
C1189,Individual,Sonia,Mcconnell,1975-01-01,Male,Australia,New York,Investment,3.7,No,Corporate,C1,Global Investor
C1190,Individual,Madeline,Ferrell,1975-01-01,Female,USA,Florida,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C1191,Individual,Bennett,Hansen,1975-01-01,Male,USA,Utah,Investment,3,No,Agency,C1,Global Investor
C1192,Individual,Belinda,Carrillo,1975-01-01,Female,USA,Ohio,Personal Use,3.7,Yes,Client,C2,First-Time Buyer
C1193,Individual,Johanna,Simpson,1975-01-01,Male,USA,London,Personal Use,4.4,No,Direct,C4,Luxury Investor
C1194,Individual,Jaylen,Sanchez,1975-01-01,Female,USA,Berlin,Investment,3,Yes,Corporate,C2,First-Time Buyer
C1195,Individual,Michael,Charles,1975-01-01,Male,USA,Paris,Personal Use,3.7,No,Website,C1,Global Investor
C1196,Individual,Adriana,Singh,1975-01-01,Female,USA,Ontario,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
